unique_id,data_source,job_title,company_name,job_description,location,min_salary,max_salary,contract_time,contract_type,experience_level,skills_required
ADZ_5528375901,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Austin, Travis County",87952.32,87952.32,,contract,Not Specified,
ADZ_5528373241,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Mckinney, Collin County",89552.41,89552.41,,contract,Not Specified,
ADZ_5528373033,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Mesa, Maricopa County",82838.95,82838.95,,contract,Not Specified,
ADZ_5528372932,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Newark, New Castle County",91224.05,91224.05,,contract,Not Specified,
ADZ_5528372543,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Chattanooga, Hamilton County",90779.28,90779.28,,contract,Not Specified,
ADZ_5528373214,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Chico, Butte County",92667.16,92667.16,,contract,Not Specified,
ADZ_5726117566,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Springfield, Sangamon County",84961.11,84961.11,,contract,Not Specified,
ADZ_5726909253,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Flushing, Queens",94951.32,94951.32,,contract,Not Specified,
ADZ_5709196249,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Fort Collins, Larimer County",84951.71,84951.71,,contract,Not Specified,
ADZ_5691899802,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Indiana, Indiana County",79388.77,79388.77,,contract,Not Specified,
ADZ_5691899841,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Bloomsburg, Columbia County",89523.46,89523.46,,contract,Not Specified,
ADZ_5691899804,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Lake Worth, Palm Beach County",89426.95,89426.95,,contract,Not Specified,
ADZ_5691899800,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Bellingham, Whatcom County",93335.91,93335.91,,contract,Not Specified,
ADZ_5691899797,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Charleston, Kanawha County",87111.96,87111.96,,contract,Not Specified,
ADZ_5691899798,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Colchester, Chittenden County",85226.31,85226.31,,contract,Not Specified,
ADZ_5691899825,Adzuna_API,Machine Learning Engineer (PhD Intern),Instacart,"We're transforming the grocery industry At Instacart, we invite the world to share love through food because we believe everyone should have access to the food they love and more time to enjoy it together. Where others see a simple need for grocery delivery, we see exciting complexity and endless opportunity to serve the varied needs of our community. We work to deliver an essential service that customers rely on to get their groceries and household goods, while also offering safe and flexible …","Pocatello, Bannock County",79517.58,79517.58,,contract,Not Specified,
KAG_921716,Kaggle_LinkedIn,Marketing Coordinator,Corcoran Sawyer Smith,"Job descriptionA leading real estate firm in New Jersey is seeking an administrative Marketing Coordinator with some experience in graphic design. You will be working closely with our fun, kind, ambitious members of the sales team and our dynamic executive team on a daily basis. This is an opportunity to be part of a fast-growing, highly respected real estate brokerage with a reputation for exceptional marketing and extraordinary culture of cooperation and inclusion.Who you are:You must be a well-organized, creative, proactive, positive, and most importantly, kind-hearted person. Please, be responsible, respectful, and cool-under-pressure. Please, be proficient in Adobe Creative Cloud (Indesign, Illustrator, Photoshop) and Microsoft Office Suite. Above all, have fantastic taste and be a good-hearted, fun-loving person who loves working with people and is eager to learn.Role:Our office is a fast-paced environment. You’ll work directly with a Marketing team and communicate daily with other core staff and our large team of agents. This description is a brief overview, but your skills and interests will be considered in what you work on and as the role evolves over time.Agent Assistance- Receive & Organize Marketing Requests from Agents- Track Tasks & Communicate with Marketing team & Agents on Status- Prepare print materials and signs for open houses- Submit Orders to Printers & Communicate & Track DeadlinesGraphic Design & Branding- Managing brand strategy and messaging through website, social media, videos, online advertising, print placement and events- Receive, organize, and prioritize marketing requests from agents- Fulfill agent design requests including postcards, signs, email marketing and property brochures using pre-existing templates and creating custom designs- Maintain brand assets and generic filesEvents & Community- Plan and execute events and promotions- Manage Contacts & Vendors for Event Planning & SponsorshipsOur company is committed to creating a di","Princeton, NJ",17.0,20.0,FULL_TIME,Not Specified,Not Specified,"Requirements: 

We are seeking a College or Graduate Student (can also be completed with school) with a focus in Planning, Architecture, Real Estate Development or Management or General Business. Must be able to work in an extremely fast paced environment and able to multitask and prioritize."
KAG_1829192,Kaggle_LinkedIn,Mental Health Therapist/Counselor,,"At Aspen Therapy and Wellness , we are committed to serving clients with best practices to help them with change, improvements and better quality of life. We believe in providing a secure, supportive environment to grow as a clinician and learn how to foster longevity in the career which is part of our mission statement.
Thank you for taking the time to explore a career with us. We are excited to be a new group practice in the community. If you are looking for quality supervision as you work towards licensure and ability to serve populations while accepting a variety of insurance panels, we may be a good fit. Our supervisors are trained in EMDR and utilize a parts work perspective with a trauma lens.
We are actively looking to hire a therapist in the area who is passionate about working with adults and committed to growth and excellence in the field. We are located in Old Town Square, Fort Collins.
We value and are strengthened by diversity and desire a warm and welcoming place for all people. We believe in racial and ethnic equality, gender equity and social inclusion.
Position Requirement Possibilities:A graduate level psychological counseling-related degreeMasters of Social Work (MSW/LSW)Licensed Professional Counselor Candidate (LPCC)Clinical Social worker (LCSW)Professional Counselor (LPC)Marriage/Family Therapist (LMFT)Relating to this?Wanting to deliver high quality mental healthcareSeeking quality supervision and growth in a healthy environmentWhat we offer:Flexible work scheduleW2 Employment - commission basedBuilding to full time workJump of 5% in commission as well as monthly bonus/stipend once full timeWeekly supervision providedPaid weekly team meetings $30/hrTwo paid wellness hours/month $30/hrTelemedicine and in-person flexibilitySupportive work environment with direct access to two supervisorsAdministrative supportApproved professional development training providedFully automated EHR and technology supportStrong work/life balanceJob Duties:Conducting","Fort Collins, CO",30.0,50.0,FULL_TIME,Not Specified,Not Specified,
KAG_10998357,Kaggle_LinkedIn,Assitant Restaurant Manager,The National Exemplar ,"The National Exemplar is accepting applications for an Assistant Restaurant Manager.
We offer highly competitive wages, healthcare, paid time off, complimentary dining privileges and bonus opportunities. 
We are a serious, professional, long-standing neighborhood restaurant with over 41 years of service. If you are looking for a long-term fit with a best in class organization then you should apply now. 
Please send a resumes to pardom@nationalexemplar.com. o","Cincinnati, OH",45000.0,65000.0,FULL_TIME,Not Specified,Not Specified,"We are currently accepting resumes for FOH - Asisstant Restaurant Management with a strong focus on delivering high quality customer service. Prefer 1 to 3 years FOH management experience. Candidate should be a self-starter, proactive, attentive to details and like developing others. Must have a strong sense of teamwork and strong witten and verbal communication skills. Have a keen interest in service, food and learning. Passion for excellence and doing things right."
KAG_23221523,Kaggle_LinkedIn,Senior Elder Law / Trusts and Estates Associate Attorney,"Abrams Fensterman, LLP","Senior Associate Attorney - Elder Law / Trusts and Estates  Our legal team is committed to providing each client with quality counsel, innovative solutions, and personalized service. Founded in 2000, the firm offers the legal expertise of its 115+ attorneys, who have accumulated experience and problem-solving skills over decades of practice.
We are a prominent Lake Success Law Firm seeking an associate attorney for its growing Elder Law and Estate Planning practice. The successful candidate will be a self-motivated, detail-oriented team member with strong communication skills and a desire to grow their practice. Experience with Estate Planning, Administration, and Litigation and is preferred.
 Responsibilities will include:
Counseling clients with regard to estate planning and asset protection;Formulating and overseeing execution of Medicaid and estate plans;Drafting wills, revocable and irrevocable trusts, powers of attorney, health care proxies, and living wills;Estate Administration;Trust Administration;Court Appearances for Estate and Proceedings;Supervising paralegals 
Qualifications:Juris Doctor degree (J.D.) from an accredited law schoolLicensed to practice law in New York10-15 years of experienceExperience with various advance directives, trusts, and willsStrong analytical and problem-solving skillsAbility to build rapport with clientsExcellent written and verbal communication skills
 Competitive salary commensurate with experienceSalary: $140,000- $175,000Benefits: 401k, Medical, Dental, Life Insurance, PTO, and more
This position is based out of Lake Success, NY ","New Hyde Park, NY",140000.0,175000.0,FULL_TIME,Not Specified,Not Specified,"This position requires a baseline understanding of online marketing including Search Engine Marketing, Search Engine Optimization, and campaign analytics. The ideal candidate must be an analytical and detailed dynamic, self-starter who is proactive, and able to multitask effectively. This individual must be a strategic thinker with excellent verbal and written communication, as well strong presentation skills and the ability to work independently in an organized manner."
KAG_35982263,Kaggle_LinkedIn, Service Technician,,"Looking for HVAC service tech with experience in commerical and industrial equipment. Minimum 5 yrs. on the job with mechanical license. Winger is a full line union mechanical business with Piping, plumbing, sheet metal and service.","Burlington, IA",60000.0,80000.0,FULL_TIME,Not Specified,Not Specified,
KAG_91700727,Kaggle_LinkedIn,Economic Development and Planning Intern,Downtown Raleigh Alliance,"Job summary:The Economic Development & Planning Intern will provide valuable support to the Economic Development & Planning team, with a specific focus on urban planning and transportation initiatives during the upcoming summer semester. This role is ideal for a local graduate or undergraduate student with a keen interest in economic development, city planning, and a passion for contributing to the growth of a vibrant downtown community.
Responsibilities/Essential Functions:Support the Planning & Transportation Manager and DRA Economic Development &Planning team in major planning and advocacy initiatives, such as the ongoing Downtown Economic Development Strategy.Assist in coordination efforts related to transportation planning and major downtownprojects such Raleigh’s first Bus Rapid Transit line.Contribute to the creation of reports, including the annual State of Downtown andquarterly market reports.Assist in data collection, analysis, and maintenance of downtown data.Support small business and retail recruitment programs.Participate in stakeholder meetings and community engagement efforts.
Qualifications:Currently enrolled in a graduate or undergraduate program with a focus on urbanplanning, economics, business, research, public administration, geography,sustainability, or related field.Strong interest in economic development, city planning, and community revitalization.Excellent analytical and research skills, with a keen eye for detail.Proficiency in Microsoft Office Suite and data analysis tools.Effective communication skills, both written and verbal.
Benefits:Gain hands-on experience in economic development and city planning.Work closely with a dynamic and experienced team of economic development andplanning professionals.Networking opportunities with local stakeholders and professionals.Compensation for your contributions
Physical Requirements:Prolonged periods sitting at a desk and working on a computer.Must be able to lift up to 15 pounds at times.Must be ","Raleigh, NC",14.0,20.0,INTERNSHIP,Not Specified,Not Specified,
KAG_103254301,Kaggle_LinkedIn,Producer,Raw Cereal,"Company DescriptionRaw Cereal is a creative design agency specializing in live, interactive, corporate, and installation-based entertainment. Our mission is to push boundaries and create unique and immersive experiences for our clients. We pride ourselves on our end-to-end creative services and cutting-edge use of technology for larger-than-life productions.
Role DescriptionWe're looking for Directors, Producers, Creatives, AI Programmers, 3D Artists, Senior Motion Graphics Artists, Editors, etc. 
If you think you have something to add, please reach out. 
Jobs@rawcereal.com",United States,60000.0,300000.0,CONTRACT,Not Specified,Not Specified,
KAG_112576855,Kaggle_LinkedIn,Building Engineer,,"Summary: Due to the pending retirement of our building engineer, we are seeking a Building Engineer (BE). The BE is a salaried, overtime-exempt professional with direct responsibility for the physical plant of our historic clubhouse. This hands-on position involves light maintenance tasks, operation of building systems, selection and oversight of outside contractors, and administration of building maintenance records. 
Founded in 1852, the Pacific-Union Club is one of the oldest and most exclusive clubs in the world and is known the world over for its excellent facilities and gracious staff. Our 1910 clubhouse is a National Historic Landmark and a California Designated Landmark. The Club provides dining services, a library, athletic facilities, and overnight accommodation.  Qualifications:· Professional training certification or a minimum of 5 years of experience in charge of building maintenance are strongly desired, though we will consider candidates with an equivalent combination of education and experience.· High School degree required, though we will consider candidates with equivalent education or experience · Experience and verifiable competence in building systems including HVAC, steam, gas, electrical, plumbing, repair work and/or equivalent training are required.· Excellent communication skills are required, including proficient oral and written communication. English fluency is required and the ability to speak additional languages is highly desired. · Good organizational and time management skills are required. · Computer competency with word processing, spreadsheets, email, and building systems is required. · Experience in emergency response is highly desired. Must be capable of taking a leadership role in emergency response.· Must demonstrate a working knowledge of building codes and regulations pertaining to all basic trades.· CFC and other trade certifications are desired. · Experience supervising maintenance staff or equivalent training in supervisi","San Francisco, CA",90000.0,120000.0,FULL_TIME,Not Specified,Not Specified,
KAG_1218575,Kaggle_LinkedIn,Respiratory Therapist,Children's Nebraska,"At Children’s, the region’s only full-service pediatric healthcare center, our people make us the very best for kids. Come cultivate your passion, purpose and professional development in an environment of excellence and inclusion, where team members are supported and deeply valued. Opportunities for career growth abound as we grow our services and spaces, including the cutting-edge Hubbard Center for Children. Join our highly engaged, caring team—and join us in providing brighter, healthier tomorrows for the children we serve. Children's is committed to diversity and inclusion. We are an equal opportunity employer including veterans and people with disabilities.
A Brief OverviewProvides appropriate respiratory care specific to the pediatric population in accordance with the hospital policy/procedure. Assesses, plans and implements appropriate respiratory plan of care based on the cardiopulmonary needs of the patients. Evaluates effectiveness of plan of care and recommends revisions to the multidisciplinary care team
Essential Functions• Set up and operate devices such as mechanical ventilators, therapeutic gas administration apparatus, environmental control systems, and aerosol generators, following specified parameters of treatment. • Determine requirements for treatment, such as type, methods and duration of therapy, precautions to be taken, and medication and dosages, compatible with physician’s orders. • Read physicians’ orders, measure arterial blood gases, and review patient information to assess patient’s condition. • Explain treatment procedures to patients to gain cooperation and allay fears. • Monitor patient’s physiological responses to therapy such as vital signs, arterial blood gases and blood chemistry changes and consult with physician if adverse reactions occur. • Administer therapeutic gases including nitrogen, nitric oxide, heliox, etc. • Enforce safety rules and ensure careful adherence to physicians’ orders. • Maintain charts that contain patient","Omaha, NE",,,FULL_TIME,Not Specified,Not Specified,"• Requires the ability to communicate effective, both verbally and in writing • Requires basic computer skills 

EDUCATION AND EXPERIENCE: 

• Graduate of an accredited school of occupational therapy • Must possess current valid Nebraska State License in Occupational Therapy • Must possess current valid registration by the NBCOT ( National Board for Certification in Occupational Therapy) • Must be certified in Basic Life Support • Experience with pediatric patients preferred"
KAG_2264355,Kaggle_LinkedIn,Worship Leader,Bay West Church,"It is an exciting time to be a part of our church! We are looking for the right energetic leader to join the mission to make disciples for Jesus in Palm Bay, Florida and beyond.
What type of candidate are we looking for:This best fit for the position will lead our worship team to creatively craft meaningful, inspiring musical worship in our worship experiences. He or she will also shepherd our team, and help disciple them to make disciples.The ideal candidate will invest their lives as a part of our church family. This position is also for someone who is willing to own this ministry and work to see it move forward.
Skills to have:- A vibrant, growing relationship with Jesus Christ- Faithful commitment to the vision, mission and leadership standards of our church- Ability to lead our worship musicians to create excellent, authentic modern worship (example: Hillsong, Elevation, etc...)- Exceptional vocal and/or instrumental talent- Multitracks, Planning Center Online, ProPresenter are required or must learn quickly.
Responsibilities:- Create musical worship for Sunday morning worship gathering- Conduct rehearsals to prepare for Sundays- Other duties as assigned**** Local connections for team building are a plus**This position is part-time to start with the ability to increase as the demands of the church require it.
Hours per week:Less than 10
When you apply, include a link to you leading worship in a worship service setting.","Palm Bay, FL",,,PART_TIME,Not Specified,Not Specified,"Knowledge, Skills and Abilities: 1. Proficient with computer technology such as Microsoft Office. Also proficiency with (or ability to learn) ProPresenter and online applications such as Google Calendar and Planning center. Understanding and skill in Photoshop, Adobe Premiere a plus.
 2. Good writing, analytical and problem‐solving skills.
 3. Good knowledge of social networking applications such as Facebook, Twitter.
 4. Ability to communicate effectively verbally and in writing.
 5. Ability to operate standard office equipment, including but not limited to, computers, telephone systems, copiers/printers and facsimile machines.
 6. Ability to follow oral and written instructions.
 7. Follow-up skills with great attention to detail.
 8. Coachable ability in graphic design and minimal video editing ability a HUGE plus and preferred, but not required. 
Minimum Qualifications: 1. At least two (2) years of experience in general office responsibilities and procedures and two (2) years of gr"
KAG_9615617,Kaggle_LinkedIn,Inside Customer Service Associate,"Glastender, Inc.","Glastender Inc. is a family-owned manufacturer of commercial bar and restaurant equipment, known for its high-quality products and innovative solutions. With a strong commitment to the customer experience, Glastender has been serving the industry for over 50 years, providing establishments with state-of-the-art equipment and exceptional service.We are currently looking for an Inside Customer Service Associate who can communicate with outside customers by providing exceptional customer service by addressing their concerns and resolving issues promptly (inquiries, orders, and product information via phone and email). Qualified candidates would be able to perform and possess the following skills:Design bar equipment layouts using the best application of Glastender products.Compile and submit quotations, perform order verification, order entry, and complete detailed shop drawings for use in production.Strong communication and organizational skills and demonstrated attention to detailStay updated on product knowledge and industry trends to effectively assist customers.Maintain customer records and update the computer systems with relevant information.Strong computer experience, with word processing and spreadsheet software (AutoCad software experience preferred). Able to multi-task and navigate different software programs efficiently.Experience in a business sales setting and/or college courses in business and marketing preferredPrevious customer service experience requiredIf you are excited about providing exceptional customer service and thrive in a collaborative team environment, we want to hear from you. You will play a pivotal role in supporting our sales team and ensuring a seamless experience for our customers. This position is perfect for individuals with a passion for customer service and a great approach to sales support.Join Glastender Inc. and be a part of an industry leader committed to excellence in every aspect of our business.","Saginaw, MI",,,FULL_TIME,Not Specified,Not Specified,"The Production Supervisor must possess strong leadership skills with a demonstrated ability to organize a team and its production processes to meet specific targets. A college degree and/or five to seven years related work experience is required. Knowledge of lean manufacturing concepts is also required. This person should also posses excellent communication and organizational skills. Computer competency is necessary, as well as good presentation and training skills."
KAG_11009123,Kaggle_LinkedIn,Project Architect,PGAV Destinations,"PGAV Destinations is seeking a self-motivated and highly creative individual with a good understanding of the technical aspects of architecture. The candidate must be able to learn quickly, be collaborative, have a strong work ethic, and be able to execute or work on multiple projects simultaneously. This team member would also be instrumental in the coordination of design-intensive, complex projects and should possess strong leadership qualities in order to guide less experienced teammates over the course of the projects. Project work will include all levels and phases of design from concept through construction documentation and construction administration.
Education and ExperienceBachelor’s or Master’s of Architecture from an accredited college or university5-10 years of experience in an architectural firmSkillsGreat hand and digital sketching abilitiesProficiency in Revit, AutoCAD, and Microsoft Office SuiteProficiency in Adobe Creative SuiteProficiency in 3D modeling software such as Rhino, SketchUp, and/or 3ds Max is preferredExcellent verbal and written skillsKnowledge of Code and ADA with ability to perform code analysisIn depth understanding and expertise of architectural building systemsJob RequirementsAbility to travel as neededCommunicate thoughts and ideas with the project team and clientsStrong ability to coordinate detailed conditions with the consultant teamAbility to be self-directed and problem-solve without continued daily directionLicensure preferred but not requiredConstruction Administration / On-site or In-the-Field experience preferred but not required.Ability to lead small and large-scale projects from Concept Design thru Construction Administration in collaboration with a Project Manager or Senior Project Architect
To apply, send your resume, portfolio, and one-page cover letter (maximum file size 9 MB) to venita.davidson@pgav.com
","St Louis, MO",,,FULL_TIME,Not Specified,Not Specified,
KAG_56482768,Kaggle_LinkedIn,Appalachian Highlands Women's Business Center,,"FULL JOB DESCRIPTION – PROGRAM DIRECTOR Appalachian Highlands Women’s Business Center Kingsport, TennesseeDepartment: Kingsport Office of Small Business Development & Entrepreneurship (KOSBE)Reports to: Chief Business Development Officer, Kingsport Chamber - KOSBEDirect Reports: AppH-WBC StaffType of Position: DirectorWork Schedule: Full-Time (40 hours per week). Exempt Status: ExemptLocation: This is not a remote position, this is in office in Kingsport, Tenn. AppH-WBC is located in Kingsport, Tennessee, under the Kingsport Chamber and within the Kingsport Office of Small Business Development & Entrepreneurship (KOSBE). The office is within walking distance to downtown living, dining and shopping.ABOUT KOSBE:In 2004, the Kingsport Chamber and City of Kingsport jointly formed the Kingsport Office of Small Business Development & Entrepreneurship (KOSBE), to specifically nurture, counsel and encourage the continued robust growth and development of startups and existing small businesses in Kingsport, Tennessee. We are a technical assistance provider offering assistance including but not limited to: forming a business, how to write business plans, business plan reviews, obtaining capital for start-up or expansion, pursuing government contracts, analyzing financial and management performance, proving business case, developing existing and new business, and planning for succession.On February 15, 2011 the Kingsport Chamber announced the new partnership between KOSBE and the Tennessee Small BusinessFULL JOB DESCRIPTION – PROGRAM DIRECTOR Appalachian Highlands Women’s Business Center Kingsport, TennesseeDevelopment Center (TSBDC) becoming the TSBDC at ETSU Kingsport Affiliate Office. Through its affiliation with TSBDC at ETSU, the Kingsport Affiliate Office covers a wider service area, including Grainger, Hamblen, Hancock, Hawkins and Sullivan counties.ABOUT THE APPALACHIAN HIGHLANDS WOMEN’S BUSINESS CENTER:SBA Women's Business Centers (WBCs) are a part a national network o","Kingsport, TN",,,FULL_TIME,Not Specified,Not Specified,"Skills/Qualifications: Two-year or four-year degree in business or marketing and 0—2 years of previous experience. Position requires outstanding verbal skills and the ability to handle multiple tasks. Must be proficient in Microsoft Word, Outlook, Excel, Power Point, and Constant Contact. Social media knowledge and some graphic design skills would be a definite advantage. "
KAG_56924323,Kaggle_LinkedIn,Structural Engineer,,"Universal Structural Engineers is seeking a structural engineer with or without a P.E. license who is self-motivated and willing to thrive with every new challenge. Our firm designs a diverse range of projects from new schools to seismic retrofit to government buildings in Japan. Emphasis is placed on an innovative, interactive approach to quality design.  
Competitive pay and benefits provided. Please visit us on the web at www.UniversalStructuralEngineers.com. ","San Mateo, CA",,,FULL_TIME,Not Specified,Not Specified,"Job Overview: Manage a project from start to finish under the supervision of a S.E. Manage personnel assisting in the project. Collaborate with fellow engineers to provide the most efficient, cost effective design. Understanding of current building codes. Work with the following software: Lpile, Risa, Ramsteel, Enercalc, Excel and similar software. Work with Architects and Contractors to discuss project requirements and quickly resolve issues. Analyze, design and detail structures, respond to plan check comments and manage construction administration. Perform field visits to document existing structures. Write reports. Perform field visit to fill out ASCE 31 checklists and analyze building buildings per ASCE 31 and ASCE 41."
KAG_69333422,Kaggle_LinkedIn,Senior Product Marketing Manager,Staffing Theory,"A leading pharmaceutical company committed to developing and commercializing innovative and high-quality medicines that improve the lives of patients is now hiring for a Senior Product Marketing Manager. This role will be responsible for developing and executing marketing strategies for one or more pharmaceutical products. This individual will work closely with cross-functional teams including sales, medical affairs, market research, and commercial operations to develop and implement integrated marketing plans that drive product awareness, adoption, and revenue growth.
Responsibilities: Develop and implement integrated marketing plans for our pharmaceutical productsAct as the Marketing point on patient support initiatives including, patient HUB, patient advocacy groups, and bridge programLeverage insights and analysis of customer needs and market environment to inform marketing strategies and develop tactical plansWork closely with cross-functional teams to develop and execute product-specific promotional campaigns across multiple channels including digital, print, and events.Manage product-specific budgets and track performance against marketing objectives and KPIs. Participate in the development of product launch plans and ensure effective execution of launch activities. Collaborate with Training to identify training needs and develop and deliver sales force training materials to address these needs﻿Requirements: Minimum of 7 years of experience in pharmaceutical product marketing, with a demonstrated track record of success. Experience in immunology and preferably, in gastroenterology Strong knowledge of the pharmaceutical industry, including regulatory requirements, product development, and commercialization. Excellent communication and interpersonal skills, with the ability to collaborate effectively across cross-functional teams. Strong analytical skills and ability to analyze market research data to inform marketing strategies. Ability to manage budgets and t",United States,,,FULL_TIME,Not Specified,Not Specified,
KAG_83789755,Kaggle_LinkedIn,Osteogenic Loading Coach,OsteoStrong,"Company DescriptionOsteoStrong® is not a gym, diet, supplement, pharmaceutical, or a medical treatment. OsteoStrong® is a unique place where you can go to improve your overall health by focusing on the one thing we all have in common: a skeletal system.The skeletal system is the foundation for your body and provides more than just strength and protection. It is arguably one of the most critical systems of the human body, and by implementing a strategy to care for and strengthen it, many experience the following results:
• Improved bone density• Improved posture• Improved balance• Improved athletic performance• Less joint and back pain
OsteoStrong® works for people at all ages and levels of activity to promote skeletal strength which impacts the entire body in many ways using a process known as Osteogenic Loading. Sessions are quick, painless, and results are measurable and happen quickly. There are a few things to know prior to coming in your first time so that you can make the best of the experience. Job DescriptionAre you passionate about empowering others? We mainly work with women over 50, to help rebuild lost bone density so they can age with strength and grace. Join our fun team at OsteoStrong as a coach! We are specifically focused on building bone density, fracture prevention, and strength and balance improvement. We are one of the fastest-growing wellness franchises in the world and are committed to helping others live healthier, more fulfilling lives. What we do allows people to continue to do the things that bring them joy! Are you looking for three day weekends virtually every week? We're open Monday through Thursday and do not expect 40 hours from you.
Responsibilities:Instruct/coach members daily on our four osteogenic loading devices. The osteogenic loading devices help members effectively load their own skeletal system safely. The result is significantly increasing bone density at a rate of 7-14% in 1 year, thereby reducing the risk of fractures, whi","Anchorage, AK",,,FULL_TIME,Not Specified,Not Specified,
